year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,country_of_production_trase_id,country_of_destination_trase_id,volume,fob
"2016","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","UNITED STATES","UNITED STATES","PE","US","45.93984","407096"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SAUDI ARABIA","SAUDI ARABIA","PE","SA","1.476","12620.63"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","GUATEMALA","GUATEMALA","PE","GT","81.79283","532494.44"
"2016","PERU","PUERTO DEL CALLAO","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","0.004","1"
"2016","PERU","TUMBES","DEXIM SRL","DEXIM SRL","ECUADOR","ECUADOR","PE","EC","18.18924","107392.77"
"2016","PERU","PAITA","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","UNITED STATES","UNITED STATES","PE","US","16.438","141229.7"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SPAIN","EUROPEAN UNION","PE","ES","8.776","70120.52"
"2016","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","UNITED STATES","UNITED STATES","PE","US","20.21781","154599.4"
"2016","PERU","PAITA","PESQUERA ABC SAC","PESQUERA ABC SAC","UNITED STATES","UNITED STATES","PE","US","22.96819","153399.5"
"2016","PERU","PUERTO DEL CALLAO","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","0.008","16"
"2016","PERU","PAITA","ARMADORES Y CONGELADORES DEL PACIFICO SA","ARMADORES Y CONGELADORES DEL PACIFICO SA","UNITED STATES","UNITED STATES","PE","US","18.14369","101614"
"2016","PERU","PUERTO DEL CALLAO","POLARIS E.I.R.L.","POLARIS E.I.R.L.","UNKNOWN COUNTRY","UNKNOWN COUNTRY","PE","XX","0.85","2559.44"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","FRANCE","EUROPEAN UNION","PE","FR","13.684","155230.75"
"2016","PERU","PAITA","ERICK JOEL SALVADOR Y HERMANOS E I R L","ERICK JOEL SALVADOR Y HERMANOS E I R L","UNITED STATES","UNITED STATES","PE","US","9.07185","203847.5"
"2016","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","UNITED STATES","UNITED STATES","PE","US","0.00272","4.09"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","COLOMBIA","COLOMBIA","PE","CO","9.49205","52206.25"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","JAPAN","JAPAN","PE","JP","11.0052","85099.53"
"2016","PERU","PUERTO DEL CALLAO","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","UNITED STATES","UNITED STATES","PE","US","0.01137","11.37"
"2016","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","SPAIN","EUROPEAN UNION","PE","ES","76.07","648671"
"2016","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","SPAIN","EUROPEAN UNION","PE","ES","39.604","243779"
"2016","PERU","PAITA","ARMADORES Y CONGELADORES DEL PACIFICO SA","ARMADORES Y CONGELADORES DEL PACIFICO SA","NETHERLANDS","EUROPEAN UNION","PE","NL","42.7441","256212.12"
"2016","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","UNITED STATES","UNITED STATES","PE","US","167.90303","1579226.7"
"2016","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHILE","CHILE","PE","CL","11.625","116750.68"
"2016","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","SPAIN","EUROPEAN UNION","PE","ES","98.895","660516.45"
"2016","PERU","PUERTO DEL CALLAO","PERUVIAN ANDEAN TROUT S A C","PERUVIAN ANDEAN TROUT S A C","UNITED STATES","UNITED STATES","PE","US","0.00064","7"
"2016","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","278.859","1813592.2"
"2016","PERU","PAITA","PRODUCTORA ANDINA DE CONGELADOS COMERCIA","PRODUCTORA ANDINA DE CONGELADOS COMERCIA","SPAIN","EUROPEAN UNION","PE","ES","0.495","2356.2"
"2016","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","33.54576","366287.43"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","ITALY","EUROPEAN UNION","PE","IT","70.0925","497915.85"
"2016","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","SPAIN","EUROPEAN UNION","PE","ES","103.162","716758.65"
"2016","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","SPAIN","EUROPEAN UNION","PE","ES","206.686","1488644.33"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAMAICA","JAMAICA","PE","JM","102.73201","845560.75"
"2016","PERU","PAITA","DEXIM SRL","DEXIM SRL","UNITED STATES","UNITED STATES","PE","US","5.48856","34610"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PANAMA","PANAMA","PE","PA","125.35499","1084798.14"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","GUATEMALA","GUATEMALA","PE","GT","0.89091","6006"
"2016","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","SPAIN","EUROPEAN UNION","PE","ES","224.199","1702242.95"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","UNITED STATES","UNITED STATES","PE","US","216.70221","1626585.87"
"2016","PERU","PAITA","PESQUERA ABC SAC","PESQUERA ABC SAC","ITALY","EUROPEAN UNION","PE","IT","0.104","769.9"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","ITALY","EUROPEAN UNION","PE","IT","38.3025","263783.51"
"2016","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","UNITED STATES","UNITED STATES","PE","US","398.02059","3363204.6"
"2016","PERU","PAITA","PACIFIC FREEZING COMPANY E.I.R.L.","PACIFIC FREEZING COMPANY E.I.R.L.","THAILAND","THAILAND","PE","TH","19.908","77043.72"
"2016","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","SPAIN","EUROPEAN UNION","PE","ES","262.164","1889065.58"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","FRANCE","EUROPEAN UNION","PE","FR","882.89","6701825.24"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","JAMAICA","JAMAICA","PE","JM","5.06818","34430.85"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","FRANCE","EUROPEAN UNION","PE","FR","9.576","79189.87"
"2016","PERU","PUERTO DEL CALLAO","MALBOMIZ IMPORT EXPORT S.R.L.","MALBOMIZ IMPORT EXPORT S.R.L.","CURACAO","CURACAO","PE","CW","2.829","26226.9"
"2016","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","UNITED STATES","UNITED STATES","PE","US","138.04925","982691.21"
"2016","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","46","282484"
"2016","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","UNITED STATES","UNITED STATES","PE","US","2.21818","13151.6"
"2016","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","UNITED STATES","UNITED STATES","PE","US","50.04033","348955.2"
"2016","PERU","PUERTO DEL CALLAO","VINNCI S A C","VINNCI S A C","UNITED STATES","UNITED STATES","PE","US","0.0105","7"
"2016","PERU","PAITA","GENERAL SERVICE WYDLUZ EIRL","GENERAL SERVICE WYDLUZ EIRL","UNKNOWN COUNTRY","UNKNOWN COUNTRY","PE","XX","1.12","5390.24"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","UNITED STATES","UNITED STATES","PE","US","66.73801","573843.4"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","107.334","956094.99"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","197.292","1546970.41"
"2017","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","FRANCE","EUROPEAN UNION","PE","FR","1.38","9192.22"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PANAMA","PANAMA","PE","PA","85.22","634901.99"
"2017","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","46.1","300212"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","JAPAN","JAPAN","PE","JP","4.60964","55061.04"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","255.312","1878128.04"
"2017","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","0.03773","39.44"
"2017","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","UNITED STATES","UNITED STATES","PE","US","56.60535","427761"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","SAUDI ARABIA","SAUDI ARABIA","PE","SA","0.384","3564"
"2017","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","173.152","1179363.21"
"2017","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SPAIN","EUROPEAN UNION","PE","ES","58.873","376666.39"
"2017","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","SPAIN","EUROPEAN UNION","PE","ES","37.91","295491.11"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","NETHERLANDS","EUROPEAN UNION","PE","NL","8.925","78033.2"
"2017","PERU","PUERTO DEL CALLAO","SGS DEL PERU S.A.C.","SGS DEL PERU S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","0.00095","2"
"2017","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","FRANCE","EUROPEAN UNION","PE","FR","19.92","148410"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","VIETNAM","VIETNAM","PE","VN","2044.30922","13204557.1"
"2017","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","UNITED STATES","UNITED STATES","PE","US","18.72296","126975.2"
"2017","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","JAPAN","JAPAN","PE","JP","127.2232","1150344.58"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","UNITED STATES","UNITED STATES","PE","US","68.95128","452551.24"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PORTUGAL","EUROPEAN UNION","PE","PT","31.07","292582"
"2017","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","1825.07986","16706341.08"
"2017","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SOUTH KOREA","SOUTH KOREA","PE","KR","189.87647","1470142.71"
"2017","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","SPAIN","EUROPEAN UNION","PE","ES","58.592","454357.67"
"2017","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","SPAIN","EUROPEAN UNION","PE","ES","296.669","2284179.29"
"2017","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","UNITED STATES","UNITED STATES","PE","US","127.21594","1005018.7"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","3046.98152","25774755.59"
"2017","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","SPAIN","EUROPEAN UNION","PE","ES","121.5474","834370.14"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SAUDI ARABIA","SAUDI ARABIA","PE","SA","171.252","1601007.9"
"2017","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","SPAIN","EUROPEAN UNION","PE","ES","248.912","1819275.69"
"2017","PERU","PAITA","CCORAL S A","CCORAL S A","NETHERLANDS","EUROPEAN UNION","PE","NL","23.783","155198.13"
"2017","PERU","PAITA","VIRAZON S A","VIRAZON S A","UNITED STATES","UNITED STATES","PE","US","524.31558","4975555.89"
"2017","PERU","IQUITOS","RIVER LAND PERU S A C","RIVER LAND PERU S A C","JAPAN","JAPAN","PE","JP","0.01","64"
"2017","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","485.784","4397888.34"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","FRANCE","EUROPEAN UNION","PE","FR","1252.288","8985327.34"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","JAMAICA","JAMAICA","PE","JM","0.58182","4977"
"2017","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED STATES","UNITED STATES","PE","US","110.22059","954676.21"
"2017","PERU","PUERTO DEL CALLAO","MALBOMIZ IMPORT EXPORT S.R.L.","MALBOMIZ IMPORT EXPORT S.R.L.","CURACAO","CURACAO","PE","CW","0.165","1402.5"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHILE","CHILE","PE","CL","0.296","2502.65"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SAUDI ARABIA","SAUDI ARABIA","PE","SA","1.056","9851.42"
"2017","PERU","PAITA","EXPORTACIONES RZ S A C","EXPORTACIONES RZ S A C","SPAIN","EUROPEAN UNION","PE","ES","45.782","363478.64"
"2017","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","UNITED STATES","UNITED STATES","PE","US","10.79261","80720.8"
"2017","PERU","IQUITOS","RIO MOMON E.I.R.L.","RIO MOMON E.I.R.L.","GERMANY","EUROPEAN UNION","PE","DE","0.01","150"
"2017","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","SPAIN","EUROPEAN UNION","PE","ES","50.652","376321.4"
"2017","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","NETHERLANDS","EUROPEAN UNION","PE","NL","23.04","158333"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","CANADA","CANADA","PE","CA","33.22564","313461.41"
"2017","PERU","PAITA","CCORAL S A","CCORAL S A","FRANCE","EUROPEAN UNION","PE","FR","22.2","136213.4"
"2017","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","0.014","14"
"2017","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","22","185550"
"2017","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","UNITED STATES","UNITED STATES","PE","US","54.07223","490192.8"
"2017","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","UNITED STATES","UNITED STATES","PE","US","254.15038","2314868.51"
"2017","PERU","PAITA","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","484.221","3238631.37"
"2017","PERU","PAITA","AQUATROPICAL S A C","AQUATROPICAL S A C","SPAIN","EUROPEAN UNION","PE","ES","149.89","930013.3"
"2017","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED KINGDOM","EUROPEAN UNION","PE","GB","38.182","335818.5"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","VIETNAM","VIETNAM","PE","VN","0.43636","3593.8"
"2017","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","SPAIN","EUROPEAN UNION","PE","ES","65.129","460066.2"
"2017","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","SPAIN","EUROPEAN UNION","PE","ES","197.121","1432322.47"
"2017","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","PORTUGAL","EUROPEAN UNION","PE","PT","22.824","175094.91"
"2017","PERU","PAITA","CORMUMAR CULTIVOS MARINOS E I R L","CORMUMAR CULTIVOS MARINOS E I R L","SPAIN","EUROPEAN UNION","PE","ES","100.361","766414.08"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","ITALY","EUROPEAN UNION","PE","IT","0.3225","2745.5"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","NETHERLANDS","EUROPEAN UNION","PE","NL","0.952","8026.07"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","CHILE","CHILE","PE","CL","183.305","1702181.53"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED ARAB EMIRATES","UNITED ARAB EMIRATES","PE","AE","40.644","384729.68"
"2017","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","NETHERLANDS","EUROPEAN UNION","PE","NL","27.991","185326.86"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","UNITED STATES","UNITED STATES","PE","US","671.50446","6260130.23"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","MARTINIQUE","MARTINIQUE","PE","MQ","18.71","149918.12"
"2017","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","FRANCE","EUROPEAN UNION","PE","FR","0.005","5"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","ITALY","EUROPEAN UNION","PE","IT","16.1775","130540.5"
"2017","PERU","PAITA","CCORAL S A","CCORAL S A","UNITED KINGDOM","EUROPEAN UNION","PE","GB","20.921","160006.17"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SPAIN","EUROPEAN UNION","PE","ES","37.74","333582.26"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SPAIN","EUROPEAN UNION","PE","ES","1191.3232","8957564.26"
"2017","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","59.788","486609.95"
"2017","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","DENMARK","EUROPEAN UNION","PE","DK","36.58","298861.2"
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","2712.19521","29681527.9"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED KINGDOM","EUROPEAN UNION","PE","GB","17.298","164820.5"
"2017","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","311.501","2180571"
"2017","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","UNITED STATES","UNITED STATES","PE","US","172.35602","1575149.23"
"2017","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","SPAIN","EUROPEAN UNION","PE","ES","0.003","3"
"2017","PERU","IQUITOS","RIVER LAND PERU S A C","RIVER LAND PERU S A C","CANADA","CANADA","PE","CA","0.01","80"
"2017","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","NETHERLANDS","EUROPEAN UNION","PE","NL","10.46","79901.2"
"2017","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","183.58","1223212"
"2017","PERU","IQUITOS","J R TROPICAL FISH AMAZON PERU EMPRESA I","J R TROPICAL FISH AMAZON PERU EMPRESA I","UNITED KINGDOM","EUROPEAN UNION","PE","GB","0.005","15"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PANAMA","PANAMA","PE","PA","32.82618","388689.8"
"2017","PERU","PAITA","LANGOSTINERASANMARTINSOCIEDADANONIMACERR","LANGOSTINERASANMARTINSOCIEDADANONIMACERR","SPAIN","EUROPEAN UNION","PE","ES","31.25","207045.38"
"2017","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SPAIN","EUROPEAN UNION","PE","ES","48.22867","419147.99"
"2017","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","23.08464","228790.64"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAMAICA","JAMAICA","PE","JM","58.49782","489169.8"
"2017","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","826.61038","7095179.7"
"2017","PERU","PAITA","EXPORTACIONES SALVADOR S A C","EXPORTACIONES SALVADOR S A C","UNITED STATES","UNITED STATES","PE","US","36.15167","755006.5"
"2017","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SOUTH KOREA","SOUTH KOREA","PE","KR","2.616","16742.4"
"2017","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","FRANCE","EUROPEAN UNION","PE","FR","42.28","259221.62"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","CANADA","CANADA","PE","CA","20.96364","134547.45"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","UNITED STATES","UNITED STATES","PE","US","65.30748","562272.69"
"2017","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","SPAIN","EUROPEAN UNION","PE","ES","58.37","411911.95"
"2017","PERU","IQUITOS","AMAZON TROPICALS AQUARIUM EIRL","AMAZON TROPICALS AQUARIUM EIRL","CHINA (MAINLAND)","CHINA (MAINLAND)","PE","CN","0.01","67.5"
"2017","PERU","IQUITOS","ACUARIO JAPAN DRAGON CLUB EMPRESA INDIVI","ACUARIO JAPAN DRAGON CLUB EMPRESA INDIVI","JAPAN","JAPAN","PE","JP","0.005","0.2"
"2017","PERU","PAITA","ECOCULTIVOS AGROACUICOLAS DEL NORTE SAC","ECOCULTIVOS AGROACUICOLAS DEL NORTE SAC","SPAIN","EUROPEAN UNION","PE","ES","2.584","19894.25"
"2017","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","UNITED STATES","UNITED STATES","PE","US","456.22747","3934797.82"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","UNITED STATES","UNITED STATES","PE","US","17.78181","145595.95"
"2017","PERU","PAITA","CCORAL S A","CCORAL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","6.9","44160"
"2017","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","UNITED STATES","UNITED STATES","PE","US","146.43776","1187057.61"
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","1045.60817","10754716.61"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","1.34","12939.13"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","GUATEMALA","GUATEMALA","PE","GT","88.56818","458329"
"2017","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SPAIN","EUROPEAN UNION","PE","ES","203.108","1370824.58"
"2017","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","NETHERLANDS","EUROPEAN UNION","PE","NL","28.01","461226.59"
"2017","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","VIETNAM","VIETNAM","PE","VN","16.275","93623.5"
"2017","PERU","PUERTO DEL CALLAO","SEAFROST S.A.C.","SEAFROST S.A.C.","UNITED STATES","UNITED STATES","PE","US","0.0139","72"
"2017","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SOUTH KOREA","SOUTH KOREA","PE","KR","30.972","209040"
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","MALAYSIA","MALAYSIA","PE","MY","20","209500"
"2017","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","SPAIN","EUROPEAN UNION","PE","ES","23.268","184547.59"
"2017","PERU","IQUITOS","AMAZON TROPICALS AQUARIUM EIRL","AMAZON TROPICALS AQUARIUM EIRL","UNITED STATES","UNITED STATES","PE","US","0.015","26"
