year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,country_of_production_trase_id,country_of_destination_trase_id,volume,fob
"2015","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SOUTH KOREA","SOUTH KOREA","PE","KR","57.912","416250.01"
"2015","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","DENMARK","EUROPEAN UNION","PE","DK","21","127612"
"2015","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SAUDI ARABIA","SAUDI ARABIA","PE","SA","2.736","23209"
"2015","PERU","PAITA","M.V.P. ENTERPRISE S.R.LTDA.","M.V.P. ENTERPRISE S.R.LTDA.","CANADA","CANADA","PE","CA","5.39231","59045.6"
"2015","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","SPAIN","EUROPEAN UNION","PE","ES","123.404","774678.7"
"2015","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","UNITED STATES","UNITED STATES","PE","US","161.75262","1005984.5"
"2015","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","99.06438","658440.4"
"2015","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","ITALY","EUROPEAN UNION","PE","IT","79.7565","589813.47"
"2015","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","UNITED STATES","UNITED STATES","PE","US","23.65962","185989.39"
"2015","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","UNITED STATES","UNITED STATES","PE","US","29.54363","233731.37"
"2015","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PANAMA","PANAMA","PE","PA","15.10909","146335.5"
"2015","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","87.672","530319.1"
"2015","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","UNITED STATES","UNITED STATES","PE","US","28.66503","173235.6"
"2015","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","UNITED STATES","UNITED STATES","PE","US","314.83426","2453459.08"
"2015","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","471.92741","4177693.31"
"2015","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","ITALY","EUROPEAN UNION","PE","IT","0.3825","2776.52"
"2015","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","374.453","2478060.59"
"2015","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","ITALY","EUROPEAN UNION","PE","IT","6.49","38133.32"
"2015","PERU","PAITA","ARMADORES Y CONGELADORES DEL PACIFICO SA","ARMADORES Y CONGELADORES DEL PACIFICO SA","UNITED STATES","UNITED STATES","PE","US","16.55612","94210"
"2015","PERU","PAITA","CONGELADOS PACIFICO SAC","CONGELADOS PACIFICO SAC","UNITED STATES","UNITED STATES","PE","US","12.66657","79916.82"
"2015","PERU","PAITA","KING OF THE SEAS COMPANY SOCIEDAD ANONIM","KING OF THE SEAS COMPANY SOCIEDAD ANONIM","UNITED STATES","UNITED STATES","PE","US","6.00103","41256.8"
"2015","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","FRANCE","EUROPEAN UNION","PE","FR","50.128","387570.8"
"2015","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","JAPAN","JAPAN","PE","JP","18.36","123332"
"2015","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","UNITED STATES","UNITED STATES","PE","US","170.6278","1182890.9"
"2015","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAMAICA","JAMAICA","PE","JM","13.38636","104642.5"
"2015","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHILE","CHILE","PE","CL","39.979","310532.7"
"2015","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","SPAIN","EUROPEAN UNION","PE","ES","21.77","241365"
"2015","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SPAIN","EUROPEAN UNION","PE","ES","49.602","268010.43"
"2015","PERU","PAITA","ERICK JOEL SALVADOR Y HERMANOS E I R L","ERICK JOEL SALVADOR Y HERMANOS E I R L","UNITED STATES","UNITED STATES","PE","US","151.25041","3560724.6"
"2015","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","SPAIN","EUROPEAN UNION","PE","ES","8.449","51901.85"
"2015","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","UNITED STATES","UNITED STATES","PE","US","54.17274","494596.4"
"2015","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","UNITED STATES","UNITED STATES","PE","US","1384.70094","10946027.82"
"2015","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","FRANCE","EUROPEAN UNION","PE","FR","23","157080"
"2015","PERU","PAITA","PESQUERA SAN SIMONE SOCIEDAD ANONIMA CER","PESQUERA SAN SIMONE SOCIEDAD ANONIMA CER","SPAIN","EUROPEAN UNION","PE","ES","4.00428","18823.97"
"2015","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","SPAIN","EUROPEAN UNION","PE","ES","95.54064","670756.58"
"2015","PERU","PAITA","LANGOSTINERA BORSALINO S.R.L.","LANGOSTINERA BORSALINO S.R.L.","UNITED STATES","UNITED STATES","PE","US","91.08681","611229.2"
"2015","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","2781.72709","23249622.2"
"2015","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","SPAIN","EUROPEAN UNION","PE","ES","97.049","588686.1"
"2015","PERU","PAITA","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","473","3018564.75"
"2015","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","1609.252","10897226.92"
"2015","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","811.79686","5883467.05"
"2015","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","GERMANY","EUROPEAN UNION","PE","DE","1.04","11066.93"
"2015","PERU","PUERTO DEL CALLAO","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","0.02847","26"
"2015","PERU","PAITA","PERUPEZ S.A.C.","PERUPEZ S.A.C.","UNITED STATES","UNITED STATES","PE","US","35.5028","192522"
"2015","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","79.584","502305.6"
"2015","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","UNITED STATES","UNITED STATES","PE","US","466.11457","3638382.9"
"2015","PERU","PAITA","PERUPEZ S.A.C.","PERUPEZ S.A.C.","NETHERLANDS","EUROPEAN UNION","PE","NL","22.8816","139344"
"2015","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","205.00309","1253843.76"
"2015","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","SPAIN","EUROPEAN UNION","PE","ES","260.219","1669870.9"
"2015","PERU","PAITA","AQUATROPICAL S A C","AQUATROPICAL S A C","SPAIN","EUROPEAN UNION","PE","ES","62.078","335016.03"
"2015","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","90.12","1114802.02"
"2015","PERU","PUERTO DEL CALLAO","DEXIM SRL","DEXIM SRL","CANADA","CANADA","PE","CA","0.00408","40.8"
"2015","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","FRANCE","EUROPEAN UNION","PE","FR","82.612","481426.22"
"2015","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SPAIN","EUROPEAN UNION","PE","ES","3.234","32188.51"
"2015","PERU","PUERTO DEL CALLAO","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","UNITED STATES","UNITED STATES","PE","US","0.052","100.01"
"2015","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","117.276","771916.58"
"2015","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","SPAIN","EUROPEAN UNION","PE","ES","45.893","292562.7"
"2015","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","ITALY","EUROPEAN UNION","PE","IT","23.61","144415.31"
"2015","PERU","PAITA","VIEIRA PERU S.A.","VIEIRA PERU S.A.","SPAIN","EUROPEAN UNION","PE","ES","47.99","329983"
"2015","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","92","586974"
"2015","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED KINGDOM","EUROPEAN UNION","PE","GB","56.78","497097"
"2015","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","UNITED STATES","UNITED STATES","PE","US","27.01642","208250"
"2015","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","93.4614","669922.03"
"2015","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SPAIN","EUROPEAN UNION","PE","ES","4.94","42903"
"2015","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","SPAIN","EUROPEAN UNION","PE","ES","38.806","250986.78"
"2015","PERU","PUERTO DEL CALLAO","DON DELMAR FOODS SOCIEDAD ANONIMA CERRAD","DON DELMAR FOODS SOCIEDAD ANONIMA CERRAD","UNITED STATES","UNITED STATES","PE","US","0.00204","5"
"2015","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","UNITED STATES","UNITED STATES","PE","US","400.43808","3049854.62"
"2015","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","588.5859","5827229.97"
"2015","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","UNITED STATES","UNITED STATES","PE","US","261.07869","3220360.1"
"2016","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","FRANCE","EUROPEAN UNION","PE","FR","106.092","720741.18"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","JAMAICA","JAMAICA","PE","JM","7.78635","61058.2"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","CHILE","CHILE","PE","CL","3.287","37088.94"
"2016","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","ITALY","EUROPEAN UNION","PE","IT","2.025","14668.06"
"2016","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","PANAMA","PANAMA","PE","PA","15.13638","128668"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","6.84","37835.29"
"2016","PERU","PAITA","CORMUMAR CULTIVOS MARINOS E I R L","CORMUMAR CULTIVOS MARINOS E I R L","SPAIN","EUROPEAN UNION","PE","ES","21.335","174701.35"
"2016","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHINA (MAINLAND)","CHINA (MAINLAND)","PE","CN","0.016","16"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","VIETNAM","VIETNAM","PE","VN","146.14","1026175.41"
"2016","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SOUTH KOREA","SOUTH KOREA","PE","KR","21.264","125126.4"
"2016","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","UNITED STATES","UNITED STATES","PE","US","138.9807","1200744.81"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","CHILE","CHILE","PE","CL","0.002","1"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SPAIN","EUROPEAN UNION","PE","ES","537.7462","4031208.5"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","UNITED STATES","UNITED STATES","PE","US","110.78638","909955.88"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","COLOMBIA","COLOMBIA","PE","CO","7.65136","42082.5"
"2016","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","THAILAND","THAILAND","PE","TH","39.975","213435.19"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","PANAMA","PANAMA","PE","PA","1.68182","16623"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","GUATEMALA","GUATEMALA","PE","GT","9.60455","61376.5"
"2016","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","58.471","413631.87"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","246.51309","2329571.43"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","0.54","5237.48"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","CHILE","CHILE","PE","CL","96.714","907510.98"
"2016","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","FRANCE","EUROPEAN UNION","PE","FR","86.622","986256.48"
"2016","PERU","TUMBES","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","95.708","611438.84"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","JAPAN","JAPAN","PE","JP","6.86236","53283.2"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","ITALY","EUROPEAN UNION","PE","IT","1.875","13240.68"
"2016","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","UNITED STATES","UNITED STATES","PE","US","130.03959","1041590.47"
"2016","PERU","PAITA","PESQUERA ABC SAC","PESQUERA ABC SAC","SAUDI ARABIA","SAUDI ARABIA","PE","SA","0.136","1039.5"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","SPAIN","EUROPEAN UNION","PE","ES","82.6095","678020.27"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SAUDI ARABIA","SAUDI ARABIA","PE","SA","39.072","332279.12"
"2016","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","SPAIN","EUROPEAN UNION","PE","ES","237.364","1656290.05"
"2016","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","16.636","105933.6"
"2016","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","629.49472","6604878.83"
"2016","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SPAIN","EUROPEAN UNION","PE","ES","73.695","499973.25"
"2016","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","SPAIN","EUROPEAN UNION","PE","ES","19.72","151715.66"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","PANAMA","PANAMA","PE","PA","6.46545","69552.18"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","UNITED STATES","UNITED STATES","PE","US","46.53132","385190.56"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SPAIN","EUROPEAN UNION","PE","ES","4.155","36472.04"
"2016","PERU","PAITA","PERUPEZ S.A.C.","PERUPEZ S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","0.25","1830.62"
"2016","PERU","PAITA","ARMADORES Y CONGELADORES DEL PACIFICO SA","ARMADORES Y CONGELADORES DEL PACIFICO SA","FRANCE","EUROPEAN UNION","PE","FR","0.0015","1.5"
"2016","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","FRANCE","EUROPEAN UNION","PE","FR","33.28","224636.4"
"2016","PERU","PAITA","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","394.07","2618266.44"
"2016","PERU","PAITA","CORMUMAR CULTIVOS MARINOS E I R L","CORMUMAR CULTIVOS MARINOS E I R L","UNITED STATES","UNITED STATES","PE","US","25.291","193894.6"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PORTUGAL","EUROPEAN UNION","PE","PT","20.904","153206.41"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","PANAMA","PANAMA","PE","PA","1.45818","15185"
"2016","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SOUTH KOREA","SOUTH KOREA","PE","KR","19.596","132955.2"
"2016","PERU","TUMBES","LANGOSTINERASANMARTINSOCIEDADANONIMACERR","LANGOSTINERASANMARTINSOCIEDADANONIMACERR","SPAIN","EUROPEAN UNION","PE","ES","13.417","124076.35"
"2016","PERU","PAITA","PERUPEZ S.A.C.","PERUPEZ S.A.C.","UNITED STATES","UNITED STATES","PE","US","0.58112","3406"
"2016","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","1209.02879","12781102.5"
"2016","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","741.51942","6075324.55"
"2016","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","299.41069","2321014.11"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PANAMA","PANAMA","PE","PA","47.17903","334473.86"
"2016","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","UNITED STATES","UNITED STATES","PE","US","2.27546","17755.3"
"2016","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","86.34247","686748.8"
"2016","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED STATES","UNITED STATES","PE","US","174.354","1531517.79"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","ITALY","EUROPEAN UNION","PE","IT","3.6075","28530.34"
"2016","PERU","PAITA","EXPORTACIONES SALVADOR S A C","EXPORTACIONES SALVADOR S A C","UNITED STATES","UNITED STATES","PE","US","212.77118","4567594.8"
"2016","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","SPAIN","EUROPEAN UNION","PE","ES","141.0454","898976.85"
"2016","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","SPAIN","EUROPEAN UNION","PE","ES","44.66909","286347.64"
"2016","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","GUATEMALA","GUATEMALA","PE","GT","7.16364","57884"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHILE","CHILE","PE","CL","28.8635","239421.4"
"2016","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","35.832","215733.6"
"2016","PERU","PAITA","PESQUERA EXALMAR SA","PESQUERA EXALMAR SA","SPAIN","EUROPEAN UNION","PE","ES","18.38","52793.25"
"2016","PERU","PAITA","PERUPEZ S.A.C.","PERUPEZ S.A.C.","BELGIUM","EUROPEAN UNION","PE","BE","21.8112","110124.35"
"2016","PERU","TUMBES","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SPAIN","EUROPEAN UNION","PE","ES","45.875","320319.94"
"2016","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SPAIN","EUROPEAN UNION","PE","ES","77.259","590139.46"
"2016","PERU","TUMBES","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SPAIN","EUROPEAN UNION","PE","ES","6.172","48383.6"
"2016","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","UNITED STATES","UNITED STATES","PE","US","91.48148","645975.2"
"2016","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CURACAO","CURACAO","PE","CW","5.47042","50730"
"2016","PERU","PUERTO DEL CALLAO","ILLARI SOCIEDAD ANONIMA CERRADA","ILLARI SOCIEDAD ANONIMA CERRADA","SOUTH KOREA","SOUTH KOREA","PE","KR","0.0003","0.22"
"2016","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","1182.55502","9395642.15"
"2016","PERU","PAITA","CONGELADOS Y EXPORTACION S A","CONGELADOS Y EXPORTACION S A","SPAIN","EUROPEAN UNION","PE","ES","39.27","317682.32"
"2016","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","ITALY","EUROPEAN UNION","PE","IT","54.955","495539.24"
"2016","PERU","PAITA","CONGELADOS Y EXPORTACION S A","CONGELADOS Y EXPORTACION S A","UNITED STATES","UNITED STATES","PE","US","19.83106","169173.2"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","16.05717","154169"
"2016","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","GREECE","EUROPEAN UNION","PE","GR","22.38","129047.2"
"2016","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","SAUDI ARABIA","SAUDI ARABIA","PE","SA","4.188","35512"
"2016","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","UNITED STATES","UNITED STATES","PE","US","87.33922","734242.28"
"2016","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","70.26","426722"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","239.407","1239318.13"
"2016","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","3112.8448","26981802.79"
"2016","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","SPAIN","EUROPEAN UNION","PE","ES","132.204","1081569.32"
"2016","PERU","PAITA","VIRAZON S A","VIRAZON S A","UNITED STATES","UNITED STATES","PE","US","711.60405","6940664.21"
"2016","PERU","PAITA","DEXIM SRL","DEXIM SRL","SPAIN","EUROPEAN UNION","PE","ES","0.00453","3.68"
"2016","PERU","PAITA","AQUATROPICAL S A C","AQUATROPICAL S A C","SPAIN","EUROPEAN UNION","PE","ES","157.708","998132.56"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","54.8838","375919"
"2016","PERU","TUMBES","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","18.18181","155517"
"2016","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SPAIN","EUROPEAN UNION","PE","ES","113.822","765397.59"
"2016","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SPAIN","EUROPEAN UNION","PE","ES","94.881","589783.95"
"2016","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","ITALY","EUROPEAN UNION","PE","IT","36.36","248181"
"2016","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","387.771","2712256.37"
"2016","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","JAPAN","JAPAN","PE","JP","0.007","49"
"2016","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SAUDI ARABIA","SAUDI ARABIA","PE","SA","0.504","4308.24"
"2016","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","465.1334","4263418.71"
"2016","PERU","TUMBES","INTRIAGO ALVAREZ JOSE GREGORIO","INTRIAGO ALVAREZ JOSE GREGORIO","COLOMBIA","COLOMBIA","PE","CO","8.77","3508"
"2016","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","UNITED STATES","UNITED STATES","PE","US","245.03545","3353583.2"
